City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,conde,-7.2597,-34.9075,298.85,73,20,5.14,BR,1722027237
365,kamogawa,35.1,140.1,299.89,90,100,1.58,JP,1722027239
366,sao joao da barra,-21.6403,-41.0511,299.2,82,4,7.5,BR,1722027240
367,chibougamau,49.9168,-74.3659,294.94,37,0,2.06,CA,1722027242
368,prince rupert,54.3161,-130.3201,288.98,86,100,6.69,CA,1722027245
369,sisimiut,66.9395,-53.6735,278.89,74,100,8.22,GL,1722027247
370,sangueya,10.7,-14.3667,297.54,95,100,2.01,GN,1722027248
371,fort mcmurray,56.7268,-111.381,292.92,59,75,4.63,CA,1722027250
372,barberton,-25.7884,31.0532,289.18,61,2,1.87,ZA,1722027252
373,dunedin,-45.8742,170.5036,284.71,67,99,1.85,NZ,1722027253
374,jinchang,38.4953,102.1739,297.29,43,100,3.71,CN,1722027257
375,ulanhot,46.0833,122.0833,292.97,98,99,2.75,CN,1722027258
376,ejigbo,7.9,4.3167,295.3,94,29,2.38,NG,1722027260
377,zmeinogorsk,51.1567,82.195,292.2,85,3,1.77,RU,1722027262
378,saint-pierre,-21.3393,55.4781,293.97,52,0,3.6,RE,1722027263
379,kourou,5.1552,-52.6478,299.18,78,96,2.18,GF,1722027265
380,kuta,-8.7233,115.1723,298.88,80,42,7.45,ID,1722027266
381,sinabang,2.4803,96.3801,300.26,83,100,2.37,ID,1722027268
382,aykhal,66.0,111.5,286.05,70,100,0.78,RU,1722027270
383,sonta,45.5947,19.0981,293.14,40,4,1.39,RS,1722027271
384,lijiang,26.8688,100.2207,288.84,94,99,1.11,CN,1722027273
385,dom pedro,-4.4833,-44.45,300.57,38,20,0.79,BR,1722027275
386,tongchuanshi,35.0806,109.0897,296.81,79,100,3.5,CN,1722027278
387,mugia,43.1041,-9.2179,295.46,90,98,6.92,ES,1722027279
388,mazagao,-0.115,-51.2894,304.18,69,84,1.43,BR,1722027281
389,island harbour,50.724,-1.2758,290.19,67,35,0.45,GB,1722027283
390,i-n-salah,27.1935,2.4607,308.09,11,1,6.0,DZ,1722027284
391,as sulayyil,20.4607,45.5779,306.29,14,89,3.47,SA,1722027286
392,strezhevoy,60.7333,77.5889,286.43,90,13,4.0,RU,1722027012
393,shingu,33.7333,135.9833,299.27,90,95,2.28,JP,1722027289
394,puloypuloy,6.6352,124.096,299.19,83,100,1.05,PH,1722027291
395,cadale,2.7603,46.3222,297.92,88,11,6.4,SO,1722027292
396,greymouth,-42.4667,171.2,284.15,92,77,0.52,NZ,1722027294
397,chui,-33.6971,-53.4616,283.39,86,0,2.43,UY,1722027296
398,yung shue wan,22.2333,114.1167,303.01,88,100,7.35,HK,1722027297
399,bembereke,10.2283,2.6634,295.55,95,25,2.49,BJ,1722027299
400,auki,-8.7676,160.7034,299.13,85,100,2.48,SB,1722027302
401,miyako,39.6367,141.9525,293.67,100,100,1.83,JP,1722027304
402,egilsstadir,65.2653,-14.3948,283.1,93,100,4.63,IS,1722027305
403,khuzdar,27.7384,66.6434,302.88,53,65,3.08,PK,1722027307
404,suhbaatar,50.2314,106.2078,290.45,93,100,1.15,MN,1722027309
405,"laikit, laikit ii (dimembe)",1.4792,124.9735,294.62,94,20,1.03,ID,1722027310
406,cambria,35.5641,-121.0808,311.06,55,17,5.48,US,1722027312
407,myanaung,18.2833,95.3167,297.93,95,100,5.15,MM,1722027314
408,kurchatov,51.6601,35.6521,289.38,57,31,3.25,RU,1722027315
409,trairi,-3.2778,-39.2689,298.47,78,69,5.52,BR,1722027317
410,lubang,13.8584,120.124,301.89,78,100,7.71,PH,1722027318
411,puerto ayacucho,5.6639,-67.6236,298.5,94,99,1.86,VE,1722027320
412,kholmsk,47.0511,142.0569,289.04,88,45,0.4,RU,1722027322
413,salinas,36.6777,-121.6555,301.88,65,0,5.66,US,1722027323
414,cold lake,54.4502,-110.2017,286.12,94,100,10.8,CA,1722027325
415,pimentel,-6.8367,-79.9342,294.31,64,0,6.69,PE,1722027326
416,taro,-8.3862,115.28,291.97,100,73,0.65,ID,1722027328
417,danielskuil,-28.1887,23.5395,279.55,25,0,2.36,ZA,1722027330
418,ilha de mocambique,-15.0342,40.7358,296.45,65,0,3.87,MZ,1722027331
419,pollock pines,38.7613,-120.5866,306.51,15,0,4.63,US,1722027335
420,la foa,-21.7108,165.8276,291.29,67,0,0.75,NC,1722027336
421,nchelenge,-9.3451,28.734,291.52,34,0,2.6,ZM,1722027338
422,jingdezhen,29.2947,117.2079,298.29,99,100,0.48,CN,1722027339
423,port isabel,26.0734,-97.2086,304.2,74,75,5.66,US,1722027341
424,suklayin,15.7574,121.5503,297.94,87,100,1.98,PH,1722027343
425,pimenta bueno,-11.6725,-61.1936,308.79,19,0,1.73,BR,1722027344
426,isla mujeres,21.2311,-86.731,303.8,70,81,4.27,MX,1722027346
427,ust-nera,64.5667,143.2,287.28,49,32,1.78,RU,1722027348
428,tolanaro,-25.0319,46.9987,293.19,83,20,1.03,MG,1722027349
429,darwin,-12.4611,130.8418,298.14,78,100,2.06,AU,1722027351
430,nova sintra,14.8667,-24.7167,298.98,81,17,1.27,CV,1722027352
431,mulayjah,27.271,48.4242,308.88,18,97,1.52,SA,1722027354
432,dapa,9.7594,126.0531,300.48,77,100,1.66,PH,1722027356
433,piterka,50.6803,47.4454,288.55,59,46,2.91,RU,1722027357
434,den burg,53.0542,4.7972,290.35,88,100,1.54,NL,1722027359
435,ust-tsilma,65.441,52.1498,281.82,81,4,2.2,RU,1722027361
436,westport,41.1415,-73.3579,302.48,45,20,5.66,US,1722027298
437,kailua-kona,19.6406,-155.9956,302.19,66,0,4.63,US,1722027364
438,dudinka,69.4058,86.1778,287.34,96,6,3.45,RU,1722027365
439,flying fish cove,-10.4217,105.6791,297.97,83,75,5.66,CX,1722027367
440,woolgoolga,-30.1106,153.2007,284.84,82,99,2.14,AU,1722027369
441,north bend,43.4065,-124.2243,296.47,72,0,11.32,US,1722027370
442,greenville,35.6127,-77.3663,300.17,90,100,1.54,US,1722027372
443,narasimharajapura,13.6167,75.5167,294.59,88,100,5.53,IN,1722027374
444,kale,50.9581,1.8521,289.8,83,67,6.28,FR,1722027375
445,nkhata bay,-11.6066,34.2907,292.3,36,0,2.44,MW,1722027379
446,esikhaleni,-28.871,31.8996,289.71,74,0,1.69,ZA,1722027380
447,necochea,-38.5473,-58.7368,283.04,66,19,4.82,AR,1722027382
448,dampit,-8.2116,112.7493,292.6,99,56,1.95,ID,1722027383
449,kulhudhuffushi,6.6221,73.07,301.77,82,100,7.52,MV,1722027385
450,sesheke,-17.4759,24.2968,290.94,14,0,1.0,ZM,1722027387
451,ceerigaabo,10.6162,47.368,292.32,67,100,8.23,SO,1722027388
452,talakan,50.3167,130.3667,292.14,81,100,2.02,RU,1722027390
453,holbeach,52.804,0.0144,290.36,67,75,1.54,GB,1722027392
454,santiago de cao,-7.9589,-79.2392,292.22,72,0,4.63,PE,1722027393
455,zaraza,9.3503,-65.3245,303.63,68,52,3.1,VE,1722027395
456,inyati,-19.6756,28.8469,286.64,16,0,1.63,ZW,1722027396
457,warman,52.3168,-106.5679,297.1,36,75,13.89,CA,1722027398
458,bafra,41.5678,35.9069,293.71,94,100,3.68,TR,1722027400
459,urangan,-25.3,152.9,291.6,75,89,0.71,AU,1722027401
460,usinsk,65.9939,57.5281,284.88,66,92,4.38,RU,1722027403
461,grand falls-windsor,48.9332,-55.6649,292.87,84,100,0.45,CA,1722027405
462,as samawah,31.332,45.2944,310.88,15,1,4.08,IQ,1722027406
463,eraan,9.0629,117.7016,299.05,87,100,1.61,PH,1722027408
464,gadzhiyevo,69.2551,33.3362,291.17,65,8,2.75,RU,1722027409
465,mejit,10.2753,170.8646,301.37,81,99,8.6,MH,1722027411
466,agropoli,40.3469,14.9966,299.31,61,0,2.11,IT,1722027413
467,miahuatlan de porfirio diaz,16.3333,-96.6,299.11,53,43,1.04,MX,1722027416
468,taroa,8.7058,171.2275,301.65,80,98,7.91,MH,1722027418
469,huron,41.1501,-82.5499,299.25,55,0,4.24,US,1722027419
470,piacabucu,-10.4056,-36.4344,296.64,71,8,4.04,BR,1722027421
471,ta`u,-14.2336,-169.5144,300.33,78,25,6.88,AS,1722027423
472,atbasar,51.8,68.3333,287.79,76,0,4.58,KZ,1722027424
473,nadym,65.5333,72.5167,281.23,93,64,2.1,RU,1722027426
474,colonia,50.9333,6.95,294.77,74,75,2.06,DE,1722027427
475,urvan',43.4922,43.7606,293.55,83,75,2.0,RU,1722027429
476,kirakira,-10.4544,161.9205,298.74,83,100,3.86,SB,1722027431
477,thrissur,10.5167,76.2167,299.14,95,100,1.84,IN,1722027432
478,cabugao,17.7931,120.4578,301.98,88,100,4.67,PH,1722027434
479,lib,8.3122,167.3766,301.71,79,100,7.06,MH,1722027436
480,al bardiyah,31.7561,25.0865,299.42,79,0,5.03,LY,1722027437
481,linhares,-19.3911,-40.0722,297.08,69,88,4.11,BR,1722027439
482,bodo,67.28,14.405,293.17,60,0,4.12,NO,1722027440
483,al quwayrah,29.8004,35.3116,302.15,50,0,2.93,JO,1722027442
484,sokoni,-6.4333,39.55,297.07,74,3,7.03,TZ,1722027444
485,visby,57.6409,18.296,290.27,88,100,2.57,SE,1722027445
486,masterton,-40.9597,175.6575,284.2,82,100,2.01,NZ,1722027447
487,isiro,2.7739,27.616,292.8,89,29,0.65,CD,1722027449
488,jardim,-21.4803,-56.1381,301.61,29,100,0.82,BR,1722027450
489,padang,-0.9492,100.3543,297.18,88,46,1.89,ID,1722027452
490,sarangani,5.4033,125.4636,300.67,78,100,4.23,PH,1722027453
491,magadan,59.5667,150.8,286.79,50,1,4.65,RU,1722027455
492,yuzhno-kurilsk,44.0306,145.8556,287.2,90,18,1.49,RU,1722027457
493,laibin,23.7,109.2667,301.67,85,100,1.69,CN,1722027458
494,menongue,-14.6585,17.691,287.5,18,0,0.7,AO,1722027460
495,kalifornsky,60.4183,-151.29,287.19,99,100,3.6,US,1722027462
496,thinadhoo,0.5333,72.9333,302.0,73,100,2.98,MV,1722027463
497,kirensk,57.7853,108.1119,293.37,86,79,1.93,RU,1722027465
498,murghob,38.1702,73.9667,286.14,45,5,2.24,TJ,1722027466
499,maiduguri,11.8464,13.1603,301.4,64,98,5.72,NG,1722027468
500,derzhavinsk,51.1,66.3167,289.04,69,0,6.69,KZ,1722027470
501,ban dan lan hoi,17.0068,99.575,298.0,91,100,2.72,TH,1722027471
502,nzega,-2.479,29.5564,290.95,44,99,1.8,RW,1722027473
503,puerto lopez,4.0845,-72.956,297.31,89,100,1.59,CO,1722027475
504,sidi ifni,29.3797,-10.173,299.01,80,6,3.23,MA,1722027476
505,cooper's town,26.8667,-77.5167,301.66,73,2,4.5,BS,1722027478
506,lospalos,-8.5186,127.0025,293.87,98,50,1.49,TL,1722027479
507,angaur state,6.906,134.13,301.28,77,100,6.19,PW,1722027481
508,dubovka,49.0583,44.829,291.68,55,0,3.71,RU,1722027483
509,east end,34.5507,-92.341,301.88,78,100,3.56,US,1722027484
510,hampton bays,40.869,-72.5176,301.45,48,0,4.63,US,1722027486
511,kharp,66.8014,65.8081,283.84,86,100,2.43,RU,1722027488
512,tangalle,6.024,80.7911,299.61,87,90,4.11,LK,1722027489
513,zhezqazghan,47.7833,67.7667,292.47,42,0,4.0,KZ,1722027491
514,kaeng khoi,14.5862,100.9976,300.3,95,100,2.94,TH,1722027492
515,harstad,68.799,16.5293,293.28,83,88,1.17,NO,1722027494
516,santana,-0.0583,-51.1817,304.25,66,20,3.09,BR,1722027496
517,fortuna,40.5982,-124.1573,292.55,78,0,6.69,US,1722027497
518,palu,-0.8917,119.8707,296.71,97,29,1.36,ID,1722027499
519,ribeira brava,32.65,-17.0667,297.5,81,0,1.79,PT,1722027501
520,chekmagush,55.1319,54.6556,283.99,97,100,9.35,RU,1722027502
521,baoshan,46.5586,131.4244,292.5,97,100,3.44,CN,1722027504
522,valdivia,-39.8142,-73.2459,283.2,83,56,1.2,CL,1722027505
523,chavantes,-23.0389,-49.7094,294.9,42,100,1.78,BR,1722027507
524,mutsu,41.2894,141.2169,295.16,94,75,1.03,JP,1722027510
525,pingzhuang,42.0372,119.2889,293.47,98,30,2.76,CN,1722027512
526,oltinko'l,40.8011,72.1634,303.79,22,4,1.74,UZ,1722027514
527,kassala,15.451,36.4,298.58,79,100,3.25,SD,1722027515
528,sao miguel do araguaia,-13.275,-50.1628,302.06,23,2,1.5,BR,1722027517
529,mitsamiouli,-11.3847,43.2844,298.16,65,65,3.48,KM,1722027518
530,buulobarde,3.8538,45.5674,297.27,80,24,8.07,SO,1722027520
531,bani mazar,28.5036,30.8004,303.37,39,0,7.62,EG,1722027522
532,morehead city,34.7229,-76.726,299.86,90,100,2.06,US,1722027523
533,chernyshevsk,52.5243,117.0174,291.88,70,98,2.13,RU,1722027525
534,zag,46.9441,99.165,286.97,71,99,1.73,MN,1722027527
535,rangkasbitung,-6.3591,106.2494,296.17,90,4,0.89,ID,1722027528
536,barbacena,-21.2258,-43.7736,293.88,46,0,1.54,BR,1722027530
537,pokrovsk,48.282,37.1758,293.55,36,5,4.3,UA,1722027531
538,hovd,48.0056,91.6419,293.16,49,54,1.69,MN,1722027533
539,yasinya,48.2794,24.3604,285.44,95,6,0.64,UA,1722027535
540,holly springs,35.6513,-78.8336,300.51,81,100,1.34,US,1722027536
541,tocopilla,-22.092,-70.1979,292.79,67,22,5.46,CL,1722027540
542,zolotonosha,49.6689,32.0377,296.0,40,100,2.42,UA,1722027541
543,tyukhtet,56.5389,89.3011,291.46,84,0,2.81,RU,1722027543
544,keetmanshoop,-26.5833,18.1333,286.66,18,45,0.0,NA,1722027545
545,gorno-altaysk,51.9561,85.955,292.09,92,48,2.22,RU,1722027546
546,lonigo,45.3875,11.389,298.59,73,2,1.76,IT,1722027548
547,nar'yan-mar,67.6713,53.087,280.32,82,100,3.27,RU,1722027550
548,brokopondo,4.75,-55.1667,300.57,76,61,0.59,SR,1722027551
549,el granada,37.5027,-122.4694,299.36,69,20,9.77,US,1722027553
550,coahuayana de hidalgo,18.7,-103.6583,305.88,54,86,3.15,MX,1722027554
551,banamba,13.55,-7.45,299.2,79,94,3.96,ML,1722027556
552,hadibu,12.65,54.0333,298.96,79,100,9.0,YE,1722027558
553,qusmuryn,52.4503,64.6311,288.05,67,96,9.24,KZ,1722027559
554,gamba,-2.65,10.0,294.88,90,100,3.14,GA,1722027561
555,mariehamn,60.0973,19.9348,292.07,88,0,3.09,AX,1722027563
556,moyynkum,44.2914,72.9469,302.78,37,60,3.1,KZ,1722027564
557,sakiai,54.9547,23.0358,288.72,88,4,1.24,LT,1722027566
558,dauphin,51.1494,-100.0502,299.23,41,0,8.23,CA,1722027568
559,palmer,42.1584,-72.3287,301.52,40,75,6.17,US,1722027569
560,jutai,-5.1833,-68.9,305.89,46,100,2.17,BR,1722027571
561,touros,-5.1989,-35.4608,297.51,78,5,5.83,BR,1722027572
